Schedule of Rates Pricing,,,
CW-04-02-01,Extra over for the installation of a single cable by direct buried techniques in Rock,Per linear metre, $	75.08 
CW-04-03,Infrastructure Install,,
CW-04-03-01,Supply and install marker posts for buried underground cable,Per marker post, $	175.73 
CW-05,Blockages,,
CW-05-01,Blockages,,
CW-05-01-01,Identify and repair a damaged and blocked duct in any surface,Per blockage repaired, $	658.40 
CW-05-01-02,Clear pipe blockage using high pressure water,Per blockage cleared, $	276.28 
CW-06,Surface Works,,
CW-06-01,Breakout Surface Works,,
CW-06-01-01,Breakout concrete surface material,Per linear metre, $	111.79 
CW-06-01-02,Breakout asphalt or bitumen,Per linear metre, $	103.95 
CW-06-01-03,Breakout paving material in CBD areas,Per linear metre, $	152.61 
CW-06-01-04,Breakout paving material in all areas other than CBD,Per linear metre, $	89.20 
CW-06-02,Reinstate Surface Works,,
CW-06-02-01,Reinstate concrete surface material,Per linear metre, $	200.04 
CW-06-02-02,Reinstate asphalt or bitumen,Per linear metre, $	119.07 
CW-06-02-03,Reinstate paving material in CBD areas,Per linear metre, $	529.39 
CW-06-02-04,Reinstate paving material in all areas other than CBD,Per linear metre, $	127.15 
CI,CABLE INSTALL,,
CI-01,Pipe Proving,,
CI-01-01,Conduit,,
CI-01-01-01,Pipe Proving in existing duct,Per linear metre, $	2.66 
CI-01-02,Riser,,
CI-01-02-01,Pipe Proving in existing riser on a pole or in existing riser on the external face of a building,Per existing riser on a pole or existing riser on the external face of a building, $	44.89 
CI-02,Underground Install,,
CI-02-01,Fibre,,
CI-02-01-01,Installation of a cable sheath greater than 144 fibre in underground duct by any means,Per linear metre, $	5.74 
CI-02-01-02,Installation of a cable sheath greater than 12 fibre and up to and including 144 fibre in underground duct by any means,Per linear metre, $	5.74 
CI-02-01-03,Installation of 12 fibre fibre cable sheath in underground duct by any means,Per linear metre, $	5.74 
CI-02-01-04,Installation of single fibre cable sheath in underground duct by any means,Per linear metre, $	5.74 
CI-02-01-05,Installation of a cable sheath in existing riser on a pole or in existing riser on the external face of a building,Per cable sheath, $	57.36 
CI-02-02,Copper,,
CI-02-02-01,Installation of copper cable of up to including 100 pair in underground duct,Per linear metre, $	5.75 
CI-02-02-02,Installation of copper cable of greater than 100 pair in underground duct,Per linear metre, $	5.10 
CI-03,Aerial Install,,
CI-03-01,Fibre,,
CI-03-01-01,Installation of cable sheath and all NBN Co infrastructure on timber poles in the communications corridor,Per Span, $	622.36 
CI-03-01-02,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor,Per Span, $	711.22 
CI-03-01-03,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor,Per Span, $	711.22 
CI-03-01-04,Installation of cable sheath and all NBN Co infrastructure on timber poles in the power corridor,Per Span, $	707.22 
CI-03-01-05,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the power corridor,Per Span, $	782.34 
CI-03-01-06,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor,Per Span, $	782.34 
CI-03-02,Copper,,
CI-03-02-01,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the communications corridor up to 100 pair,Per Span, $	496.47 
CI-03-02-02,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor up to 100 pair,Per Span, $	575.51 
CI-03-02-03,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor up to 100 pair,Per Span, $	817.49 
CI-03-02-04,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the power corridor up to 100 pair,Per Span, $	893.65 
CI-03-02-05,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the power corridor up to 100 pair,Per Span, $	899.23 
CI-03-02-06,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor up to 100 pair,Per Span, $	899.23 
CI-04,In Building,,
CI-04-01,Fibre,,
CI-04-01-01,Installation of cable sheath within a cable chamber,Per linear metre,8.54
CI-04-01-02,Installation of cable sheath via riser shaft/cable tray,Per linear metre, $	15.52 
CI-04-01-03,Installation of cable sheath via ceiling space/floor cavity or crawl space,Per linear metre, $	15.45 
CI-04-01-04,Installation of cable sheath via existing or new conduit,Per linear metre, $	7.22 
CI-04-02,Copper,,
CI-04-02-01,Extra over rate for supply and install AC power cable for FTTB Cabinet,Per linear metre, $	20.92 
CI-04-02-02,Extra over rate for supply and install earth cable for FTTB Cabinet,Per linear metre, $	22.79 
CI-04-02-03,"Extra over rate for the installation of a copper cable sheaths from main distribution frame to FTTB Cabinet, via riser, shaft or cable tray",Per linear metre, $	15.90 
CI-04-02-04,"Extra over rate for the installation of copper cable sheaths via ceiling space, floor cavity or crawl space",Per linear metre, $	13.35 
CI-05,Cable Recovery,,
CI-05-01,Cable Recovery,,
CI-05-01-01,Removal and disposal of cable in distribution aerial Network,Per Span, $	271.43 
CI-05-01-02,Removal and disposal of cable in local aerial Network,Per Span, $	271.43 
CI-05-01-03,Removal and disposal of catenary wire in aerial Network,Per Span, $	271.43 
CI-05-01-04,Removal and disposal of cable in distribution underground Network,Per metre, $	4.51 
CI-05-01-05,Removal and disposal of cable in local underground Network,Per metre, $	3.82 
CI-05-01-06,Removal and disposal of cable in buildings,Per metre, $	5.83 
CB,CABINETS,,
CB-01,FTTP Cabinets,,
CB-01-01,Cabinet Install,,
CB-01-01-01,Installation of an external FDH Cabinet,Per FDH Cabinet," $	2,691.01 "
CB-02,FTTN Cabinets,,
CB-02-01,Cabinet Install,,
CB-02-01-01,Installation only of an external small port Node Cabinet,Per external Node Cabinet," $	2,851.09 "
CB-02-01-02,Installation only of an external medium port Node Cabinet,Per external Node Cabinet," $	6,168.40 "
CB-02-01-03,Installation only of an external large port Node cabinet,Per external Node Cabinet," $	6,616.68 "
CB-02-02,Infrastructure Install,,
CB-02-02-01,Installation of service jumpering in a FTTN/FTTB Node Cabinet,Per 48 Port Line Card, $	414.01 
CB-02-02-02,Cable layup within CJL for external small port CSD node,Per CJL, $	238.76 
CB-03,FTTB Cabinets,,
CB-03-01,Cabinet Install,,
CB-03-01-01,Installation of an internal small FTTB Cabinet,Per FTTB Cabinet," $	3,421.37 "
CB-03-01-02,Installation of an internal medium FTTB Cabinet,Per FTTB Cabinet," $	4,323.71 "
CB-03-01-03,Installation of an internal large FTTB Cabinet (greater than 192 up to 384 port),Per FTTB Cabinet," $	5,250.82 "
CB-03-02,Infrastructure Install,,
CB-03-02-01,Supply and install new service earth bar,Per service earth bar, $	157.73 
CB-03-02-02,Supply and install new service earth stake,Per service earth stake, $	176.69 
CB-03-02-03,Install a 10 pair MDF terminal block,Per 10 pair MDF terminal block, $	51.64 
CB-03-02-04,Install a 100 pair MDF terminal frame,Per 100 pair MDF terminal frame, $	130.17 
CB-04,Maintenance,,
CB-04-01,Cabinet Maintenance,,
CB-04-01-01,Removal and disposal of a cabinet,Per Cabinet, $	981.20 
CB-04-01-02,Repair of a cabinet panel,Per Cabinet, $	199.11 
CB-04-01-03,Removal of graffiti from a cabinet,Per Cabinet, $	203.39 
CB-04-01-04,Replacement of a cabinet lock,Per Cabinet, $	149.71 
FB,FIBRE,,
FB-01,Fibre Joints,,
FB-01-01,Joint Install,,
FB-01-01-01,Installation and preparation of a new fibre joint enclosure greater than 144 fibres,Per fibre joint enclosure," $	1,076.73 "
FB-01-01-02,Installation and preparation of a new fibre joint enclosure greater than 12 fibres and up to and including 144 fibres,Per fibre joint enclosure, $	688.39 
FB-01-01-03,Installation and preparation of a fibre joint enclosure up to and including 12 fibres,Per fibre joint enclosure, $	541.23 
FB-01-01-04,Installation and preparation of Gator fibre joint enclosure,Per Gator fibre joint enclosure, $	187.22 
FB-01-02,Cable Preparation,,
FB-01-02-01,Prepare a fibre cable sheath greater than 144 fibres  to be connected to fibre joint enclosures,Per cable sheath, $	504.11 
FB-01-02-02,Prepare a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,Per cable sheath, $	271.01 
FB-01-02-03,Prepare a 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath, $	122.59 
FB-01-02-04,Prepare Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath, $	91.48 
FB-01-02-05,Lay up of cable sheaths,Per cable sheath, $	105.84 
FB-01-02-06,Prepare a loose tube fibre cable sheath greater than 144 fibres  to be connected to fibre joint enclosures,Per cable sheath, $	458.71 
FB-01-02-07,Prepare a loose tube fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected to fibre joint enclosures,Per cable sheath, $	322.19 
FB-01-02-08,Prepare a loose tube 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath, $	161.67 
FB-01-02-09,Prepare a loose tube Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath, $	91.48 
FB-01-03,Cable Re-entry,,
FB-01-03-01,Re-entry into a fibre joint enclosure,Per fibre joint enclosure, $	153.53 
FB-01-04,Splitters,,
FB-01-04-01,Installation of splitter within existing FDH / PDH cabinet,Per splitter, $	83.04 
FB-01-04-02,Installation of splitter within an existing BJL enclosure,Per splitter, $	74.28 
FB-01-04-03,Installation of splitter within an existing FJL enclosure,Per splitter, $	74.28 
FB-01-04-04,Installation of a splitter card output fibres to LFN ports within and existing FDH cabinet,Per Fibre, $	18.83 
FB-01-04-05,Installation of a Fibre TV Splitter (TVS) within an FDH Cabinet,Per device, $	72.21 
FB-01-04-06,Installation of a Fibre TV Splitter within a PDH enclosure,Per device, $	72.21 
FB-02,Multiports,,
FB-02-01,Multiport Install,,
FB-02-01-01,Installation of multiport or splitter multiport in underground pit or manhole,Per multiport, $	43.98 
FB-02-01-02,Installation of multiport or splitter multiport on any pole,Per multiport, $	197.16 
FB-03,Splicing,,
FB-03-01,Fibre Splicing,,
FB-03-01-01,Splicing of optic fibre ribbons,Per Ribbon Splice, $	26.57 
FB-03-01-02,Splicing of single fibre,Per Fibre Splice, $	22.71 
FB-03-01-03,Splicing of loose tube fibre,Per Fibre Splice, $	28.39 
FB-03-01-04,De ribbonise 12 fibre ribbon,Per ribbon, $	19.00 
FB-04,Fibre Testing,,
FB-04-01,Network Testing,,
FB-04-01-01,Uni-directional OTDR Testing,Per fibre, $	37.29 
FB-04-01-03,Insertion loss testing,Per fibre, $	41.86 
FB-04-01-04,End to end connectivity testing to the GPON NTD at customer premises,Per fibre, $	60.46 
FB-04-01-05,End to end connectivity testing to SASK NTD at customer premises,Per fibre, $	71.10 
FB-04-01-06,Extra over rate for LFN / MTLFN insertion loss testing to the PCD,Per fibre, $	31.40 
FB-04-01-07,PON Power Meter Test,Per fibre, $	28.88 
FB-04-01-08,Point to point bi-directional testing,Per fibre, $	60.33 
FB-05,Fibre Termination,,
FB-05-01,Termination & Patching,,
FB-05-01-01,Installation of a 72 way HDODF patch panel within an existing HDODF or equivalent environments,Per patch panel, $	295.68 
FB-05-01-02,Installation of a 24 way HDODF patch panel within an existing HDODF or equivalent environments,Per patch panel, $	219.02 
FB-05-01-03,Installation of a 12/24 way fibre patch panel within a customer premise environment,Per patch panel, $	329.88 
FB-05-01-04,Prepare and splice a fibre cable sheath greater than 144 fibres to be connected within a HDODF environment,Per cable sheath," $	2,921.65 "
FB-05-01-05,Prepare and splice a fibre cable sheath greater 12 fibres and up to and including 144 fibres to be connected within a HDODF environment,Per cable sheath, $	913.02 
FB-05-01-06,Prepare and splice of a 12 fibre sheath within a customer premises environment,Per cable sheath, $	191.76 
FB-05-01-07,Prepare and splice of a single fibre at a NTD,Per Fibre, $	59.93 
FB-05-01-08,Supply and install patching cable,Per patching cable, $	135.41 
FB-06,Fibre Maintenance,,
FB-06-01,Fibre Maintenance,,
FB-06-01-01,Removal of existing fibre joint enclosure,Per fibre joint enclosure, $	179.90 
CP,COPPER,,
CP-01,Copper Augment - CCU,,
CP-01-01,Install CCU,,
CP-01-01-01,Installation of a new 900 type CCU,Per new 900 type CCU," $	1,245.09 "
CP-01-01-02,Installation of a new 1800 type CCU,Per new 1800 type CCU," $	1,347.50 "
CP-01-01-03,"Installation of 10 cable pair bundles between two copper cable insulation displacement modules (Connection Modules), including the termination of the bundle on each Connection Module",Per 10 cable pair bundle, $	65.94 
CP-01-01-04,Cutting over existing services from an existing Connection Module to a new Connection Module,Per 10 cable pairs, $	149.71 
CP-01-01-05,Installation of service jumpering in a cross connect unit,Per Service, $	27.46 
CP-01-02,Rehabilitate CCU,,
CP-01-02-01,Upgrading of an existing CCU from 900 type to 1800 type,Per CCU required to be upgraded from 900 type to 1800 type, $	322.93 
CP-01-02-02,Augmentation of an existing 900 type CCU (Pillar Expansion Option 1),Per Expansion CCU," $	1,683.44 "
CP-01-02-03,Augmentation of an existing 900 type CCU (Pillar Expansion Option 2),Per Expansion CCU," $	2,471.04 "
CP-01-03,Remove CCU,,
CP-01-03-01,Removal and disposal of an existing CCU,Per existing CCU, $	525.36 
CP-01-04,CCU Maintenance,,
CP-01-04-01,Replacement of Pillar Lid Lock or Pillar Cap,Per existing CCU, $	82.13 
CP-01-04-02,Installation of 2-piece Pillar Base Repair Kit,Per existing CCU, $	147.84 
CP-01-04-03,Replace Cover Lightweight (1800 Type),Per existing CCU, $	69.82 
CP-01-04-04,Replacement of copper cable insulation displacement connection module (Connection Module) and termination of cable,Per existing module, $	116.58 
CP-02,Copper Augment - Joints,,
CP-02-01,Install Joint,,
CP-02-01-01,Installation of a new Distribution extra large copper joint,Per new Distribution extra large copper joint," $	1,780.50 "
CP-02-01-02,Installation of a new Distribution large copper joint,Per new Distribution large copper joint, $	839.27 
CP-02-01-03,Installation of a new Distribution small copper joint,Per new Distribution small copper joint, $	541.67 
CP-02-01-04,Installation of a new Main Cable small copper joint,Per new Main Cable small copper joint, $	845.00 
CP-02-01-05,Installation of a new Main Cable medium copper joint,Per new Main Cable medium Copper joint," $	1,762.48 "
CP-02-01-06,Installation of a new Main Cable large copper joint enclosure,Per new Main Cable large Copper joint enclosure," $	2,486.49 "
CP-02-01-07,Installation of a new Main Cable extra large copper joint enclosure,Per new Main Cable extra large Copper joint enclosure," $	4,166.38 "
CP-02-01-08,Installation of a new aerial large copper joint,Per new Distribution large copper joint," $	1,425.58 "
CP-02-01-09,Installation of a new aerial small copper joint,Per new Distribution small copper joint,924.53
CP-02-02,Rehabilitate Joint,,
CP-02-02-01,Rehabilitate existing Distribution large openable copper joint,Per large openable copper joint, $	482.62 
CP-02-02-02,Rehabilitate existing Distribution small openable copper joint,Per small openable copper joint, $	303.36 
CP-02-02-03,Replacement of existing Distribution in-line copper joint with a new in-line large copper joint,Per existing copper joint replaced, $	852.74 
CP-02-02-04,Replacement of existing Distribution in-line copper joint with a new in-line small copper joint,Per existing copper joint replaced, $	529.18 
CP-02-02-05,Cutting over existing services from an existing copper joint to a new large copper joint,Per existing copper joint replaced, $	851.26 
CP-02-02-06,Cutting over existing services from an existing copper joint to a new small copper joint,Per existing copper joint replaced, $	528.27 
CP-02-02-07,Rehabilitate existing aerial large copper joint,Per existing copper joint replaced, $	906.04 
CP-02-02-08,Rehabilitate existing aerial small copper joint,Per existing copper joint replaced, $	652.35 
CP-02-03,Remove Joint,,
CP-02-03-01,Removal of existing copper joint,Per existing copper joint, $	82.13 
CP-02-03-02,Removal of existing aerial copper joint,Per existing copper joint, $	174.64 
CP-02-03-03,Remove a existing elevated joint,Per existing copper joint, $	155.23 
CP-02-04,Joint Maintenance,,
CP-02-04-01,Joint sealing maintenance task (add Dexbond 10B Sealant),Per existing copper joint, $	109.73 
CP-02-04-02,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",Per existing copper joint, $	77.96 
CP-02-04-03,Replace or install 2-5pr Snap Enclosure,Per existing copper joint, $	51.98 
CP-02-04-04,Replace or install 10pr Snap Enclosure,Per existing copper joint, $	105.25 
CP-02-04-05,Replace connectors in an openable joint,Per existing copper joint, $	133.06 
CP-02-04-06,Replace Bandit Strap,Per existing copper joint, $	43.66 
CP-03,Copper Maintenance,,
CP-03-01,Network Maintenance,,
CP-03-01-01,Removal of a pair gain system,Per pair gain system, $	334.95 
CP-03-01-02,Migration of an existing service from a pair gain system to a dedicated copper circuit,Per existing service, $	176.09 
CP-03-01-03,Single service active migration in a CSD including service jumpering in the pillar,Per service, $	144.01 
CP-03-01-04,Removal of existing line conditioning equipment,Per existing line conditioning equipment, $	198.15 
CP-03-01-05,Removal of an existing bridge tap,Per existing bridge tap, $	148.61 
CP-03-01-06,Install earth bonding cable between cable sections,Per linear metre, $	16.15 
CP-04,Exchange Activities,,
CP-04-01,Exchange Works,,
CP-04-01-01,Installation of service jumpering in an Exchange,Per Service, $	40.83 
CP-04-01-02,Existing service transfer jumpering in an MDF and termination end point,Per existing service, $	61.62 
CP-04-02,Testing,,
CP-04-02-01,Copper performance line testing,Per cable pair, $	116.43 
CP-04-02-02,Line Testing Vacant Pairs,Per cable pair, $	38.81 
FC,FTTC,,
FC-01,DPU Install,,
FC-01-01,Install DPU,,
FC-01-01-01,Installation and commissioning of a non-aerial DPU terminal device,Per DPU, $	179.32 
FC-01-01-02,Installation and commissioning of an aerial DPU terminal device,Per DPU, $	211.94 
FC-01-01-03,Installation and commissioning of a wall mounted DPU terminal device,Per DPU, $	185.09 
FC-02,DPU Jointing,,
FC-02-01,DPU Termination,,
FC-02-01-01,Installation of a new non-aerial openable joint enclosure,Per new non-aerial openable joint enclosure, $	228.69 
FC-02-01-02,Jointing of an aerial copper drop sheath to aerial DPU copper lead in a new or existing openable joint enclosure,Per aerial DPU copper lead jointed, $	117.61 
FC-02-01-03,Jointing of copper drop sheath to DPU copper lead using a copper interconnect unit,Per DPU copper lead jointed, $	44.80 
FC-02-01-04,Jointing of copper drop sheath to DPU copper lead in a new or existing openable joint enclosure,Per DPU copper lead jointed, $	63.51 
FC-02-01-05,Supply and installation of a DPU copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead extension, $	211.60 
FC-02-01-06,Supply and installation of DPU copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead extension, $	152.58 
FC-02-01-07,Supply and installation of a DPU copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead extension, $	163.98 
FC-02-01-08,Installation of a copper tie cable for interconnection between two new or existing openable joint enclosures or terminal box joint enclosures,Per copper tie cable, $	369.88 
FC-02-01-09,Extra over for the Installation of a 2 pair copper cut-in loop to existing lead sheath copper lead-in,Per 2pair loop, $	58.22 
FC-02-01-10,Removal of an existing terminal box joint enclosure or existing openable joint and installation of a new replacement openable joint enclosure,Per replaced enclosure, $	309.73 
FC-02-01-11,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a non-aerial copper interconnect unit,Per DPU copper lead high twist extension, $	179.02 
FC-02-01-12,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing aerial mounted openable joint enclosure or to an existing aerial mounted terminal box joint enclosure,Per DPU copper lead high twist extension, $	195.30 
FC-02-01-13,Installation of a DPU 2 pair high twist copper lead extension from DPU copper lead to a new or existing non-aerial mounted openable joint enclosure,Per DPU copper lead high twist extension, $	179.02 
FC-03,DPU Validation,,
FC-03-01,DPU Validation,,
FC-03-01-01,Existing copper drop sheath validation,Per existing copper drop sheath validated, $	72.36 
FC-03-01-02,Existing Copper drop sheath validation for Serviceability for Missed Lead-ins,Per existing copper drop sheath validated, $	92.97 
MD,Multi Dwelling Units,,
MD-01,Building Infrastructure,,
MD-01-01,Cable Pathway Infrastructure,,
MD-01-01-01,Supply & Installation of catenary wire system in buildings,Per linear metre, $	26.66 
MD-01-01-02,Supply & Installation of cable tray in buildings,Per linear metre, $	62.00 
MD-01-01-03,Supply and installation of ducting <30mm width,Per linear metre, $	23.66 
MD-01-01-04,Supply and installation of ducting >30mm width,Per linear metre, $	46.66 
MD-01-01-05,Supply and installation of conduit,Per linear metre, $	29.11 
MD-01-01-06,Installation of One Pass Fibre Pathway in buildings,Per linear metre, $	27.47 
MD-01-01-07,Connecting One Pass Fibre Pathway to ICD or PCD,Each ICD or PCD, $	38.30 
MD-01-07,Building Equipment,,
MD-01-07-01,Installation of Fibre Collector Distributor (FCD) or Fibre Distribution Terminal (FDT) or Cable Transition Location (CTL) within buildings,"Each FCD, FDT or CTL", $	155.24 
MD-01-07-02,Installation of Premises Distribution Hub (PDH),Each PDH, $	310.47 
MD-01-07-03,Installation of Internal Connection Device (ICD) or Premises Connection Device (PCD),Each ICD or PCD, $	57.34 
MD-01-07-04,Installation of a fibre wall outlet,Per outlet, $	60.32 
MD-01-08,Building Construction Works,,
MD-01-08-01,Provide a wall penetration in brick or concrete wall only,Each wall penetration, $	181.10 
MD-01-08-01-AH,Provide a wall penetration in brick or concrete wall only outside working hours,Each wall penetration, $	253.55 
MD-01-08-02,Provide a wall penetration in a plasterboard wall only,Each wall penetration, $	38.82 
MD-01-08-02-AH,Provide a wall penetration in a plasterboard wall only outside working hours,Each wall penetration, $	54.34 
MD-01-08-03,Provide a floor penetration above 50mm diameter,Each floor penetration, $	481.79 
MD-01-08-03-AH,Provide a floor penetration above 50mm diameter outside working hours,Each floor penetration, $	736.10 
MD-01-08-04,Provide a floor penetration up to and including 50mm diameter,Each floor penetration, $	381.69 
MD-01-08-04-AH,Provide a floor penetration up to and including 50mm diameter outside working hours,Each floor penetration, $	534.37 
MD-01-08-05,Supply and installation of appropriate fire stopping method as required,Per Penetration, $	129.36 
MD-01-08-05-AH,Supply and installation of appropriate fire stopping method as required outside working hours,Per Penetration, $	181.11 
MD-02,Service Drops,,
MD-02-01,Fibre Drops,,
MD-02-01-01,Installation of a single service drop sheath (SDS) on a single span to a multi dwelling unit,Per aerial service drop, $	355.98 
MD-02-01-02,Extra over rate for additional spans for an aerial service drop to a multi dwelling unit,Each additional Span, $	187.81 
MD-02-01-03,Extra over rate for supply and installation of an raiser pole on a building.,Each raiser pole installed, $	110.69 
MD-02-01-04,Installation of service drop sheath underground to a multi dwelling unit,Per service drop, $	340.64 
MD-02-01-05,Installation of direct service drop sheath underground to a multi dwelling unit,Per direct service drop, $	460.98 
MD-02-02,Copper Drops,,
MD-02-02-01,Replace existing copper aerial lead-in with new copper aerial lead-in to a multi dwelling unit,Per existing copper aerial lead- in replaced. Per Span, $	444.97 
MD-02-02-02,Installation of aerial copper service drop to a multi dwelling unit,Per aerial copper service drop, $	355.98 
MD-02-02-03,Installation of non-aerial copper service drop to a multi dwelling unit,Per non-aerial copper service drop, $	215.59 
MD-03,New Development MDU,,
MD-03-01,FTTP,,
MD-03-01-01,FTTP MDU In-building Cabling (1-10 Premises),Per EUP, $	278.25 
MD-03-01-02,FTTP MDU In-building Cabling (11- 30 Premises),Per EUP, $	261.31 
MD-03-01-03,FTTP MDU In-building Cabling (31- 60 Premises),Per EUP, $	246.39 
MD-03-01-04,FTTP MDU In-building Cabling (61- 100 Premises),Per EUP, $	233.15 
MD-03-01-05,FTTP MDU In-building Cabling (101- 150 Premises),Per EUP, $	222.37 
MD-03-01-06,FTTP MDU In-building Cabling (151- 200 Premises),Per EUP, $	205.43 
MD-03-01-07,FTTP MDU In-building Cabling (200+ Premises),Per EUP, $	188.48 
MD-03-02,FTTP Optional Requirement,,
MD-03-02-01,Separable Portion Documentation Fee,Per Separable Portion, $	826.99 
