Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM), Rate ,Item Description,Xero Account,
Downer,Downer - MWA,CC-01-01-02,"Installation, commissioning and integration of a Enterprise Ethernet B-NTD in a rack mounted environment",Per device, $145.00 ,"Installation, commissioning and integration of a Enterprise Ethernet B-NTD in a rack mounted environment",45210,
Downer,Downer - MWA,CC-01-01-03,"Installation, commissioning and activation of a GPON B-NTD in a wall mounted environment",Per device, $125.00 ,"Installation, commissioning and activation of a GPON B-NTD in a wall mounted environment",45210,
Downer,Downer - MWA,CC-01-01-04,"Installation, commissioning and activation of a GPON B-NTD in a rack mounted environment",Per device, $125.00 ,"Installation, commissioning and activation of a GPON B-NTD in a rack mounted environment",45210,
Downer,Downer - MWA,CC-01-01-05,Installation of battery back-up unit in conjunction with NTD installation ,Per Battery Backup Device, $25.44 ,Installation of battery back-up unit in conjunction with NTD installation ,45210,
Downer,Downer - MWA,CC-01-01-06,Installation of a Fibre TV Receiver (TVR) co-located with an NTD,Per device , $9.10 ,Installation of a Fibre TV Receiver (TVR) co-located with an NTD,45210,
Downer,Downer - MWA,CC-01-02-01,"Installation, commissioning and integration of a R-NTD in a wall mounted environment",Per device , $134.24 ,"Installation, commissioning and integration of a R-NTD in a wall mounted environment",45210,
Downer,Downer - MWA,CC-01-02-02,"Installation, commissioning and integration of a R-NTD in a rack mounted environment",Per device , $130.77 ,"Installation, commissioning and integration of a R-NTD in a rack mounted environment",45210,
Downer,Downer - MWA,CC-01-02-03,Internal wiring from exterior termination outlet enclosure to internal wall plate/TO,Per wall plate, $60.49 ,Internal wiring from exterior termination outlet enclosure to internal wall plate/TO,45210,
Downer,Downer - MWA,CC-02-01-01,Replace existing lead in termination enclosure ,Per enclosure, $43.45 ,Replace existing lead in termination enclosure ,45210,
Downer,Downer - MWA,CC-03-01-01,Remove existing aerial lead in equipment from lead-in termination enclosure to NTD ,Per NTD, $61.00 ,Remove existing aerial lead in equipment from lead-in termination enclosure to NTD ,45210,
Downer,Downer - MWA,CC-03-01-02,Remove existing non-aerial lead in equipment from lead-in termination enclosure to NTD ,Per NTD, $50.00 ,Remove existing non-aerial lead in equipment from lead-in termination enclosure to NTD ,45210,
Downer,Downer - MWA,CI-01-01-01,Pipe Proving in existing duct,Per linear metre, $1.80 ,Pipe Proving in existing duct,45210,
Downer,Downer - MWA,CI-01-02-01,Pipe Proving in existing riser on a pole or in existing riser on the external face of a building,Per existing riser on a pole or existing riser on the external face of a building, $13.00 ,Pipe Proving in existing riser on a pole or in existing riser on the external face of a building,45210,
Downer,Downer - MWA,CI-02-01-01,Installation of a cable sheath greater than 144 fibre in underground duct by any means ,Per linear metre, $2.99 ,Installation of a cable sheath greater than 144 fibre in underground duct by any means ,45210,
Downer,Downer - MWA,CI-02-01-02O144,Installation of a 144 fibre cable sheath in occupied underground duct by any means,Per linear metre, $2.50 ,Installation of a 144 fibre cable sheath in occupied underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-02O72,Installation of a 72 fibre cable sheath in occupied underground duct by any means,Per linear metre, $2.55 ,Installation of a 72 fibre cable sheath in occupied underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-02V144,Installation of a 144 fibre cable sheath in vacant underground duct by any means,Per linear metre, $2.00 ,Installation of a 144 fibre cable sheath in vacant underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-02V72,Installation of a 72 fibre cable sheath in vacant underground duct by any means,Per linear metre, $1.85 ,Installation of a 72 fibre cable sheath in vacant underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-03O,Installation of a 12 fibre cable sheath in occupied underground duct by any means,Per linear metre, $2.10 ,Installation of a 12 fibre cable sheath in occupied underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-03V,Installation of a 12 fibre cable sheath in vacant underground duct by any means,Per linear metre, $1.75 ,Installation of a 12 fibre cable sheath in vacant underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-04O,Installation of a single fibre cable sheath in occupied underground duct by any means,Per linear metre, $1.60 ,Installation of a single fibre cable sheath in occupied underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-04V,Installation of a single fibre cable sheath in vacant underground duct by any means,Per linear metre, $2.00 ,Installation of a single fibre cable sheath in vacant underground duct by any means,45210,
Downer,Downer - MWA,CI-02-01-05,Installation of a cable sheath in existing riser on a pole or in existing riser on the external face of a building,Per cable sheath , $21.21 ,Installation of a cable sheath in existing riser on a pole or in existing riser on the external face of a building,45210,
Downer,Downer - MWA,CI-02-02-01,Installation of copper cable of up to including 100 pair in underground duct,Per linear metre, $2.00 ,Installation of copper cable of up to including 100 pair in underground duct,45210,
Downer,Downer - MWA,CI-02-02-02,Installation of copper cable of greater than 100 pair in underground duct,Per linear metre, $3.81 ,Installation of copper cable of greater than 100 pair in underground duct,45210,
Downer,Downer - MWA,CI-02-03-01CX,Installation of CX50 / CX75 hardline in underground duct by any means,Per linear metre, $4.00 ,Installation of CX50 / CX75 hardline in underground duct by any means,45210,
Downer,Downer - MWA,CI-02-03-01RG,Installation of RG6 / RG11 hardline in underground duct by any means,Per linear metre, $3.00 ,Installation of RG6 / RG11 hardline in underground duct by any means,45210,
Downer,Downer - MWA,CI-02-03-02,Installation of hardline in an existing riser on a pole or in an existing riser on the external face of a building,Per linear metre, $9.00 ,Installation of hardline in an existing riser on a pole or in an existing riser on the external face of a building,45210,
Downer,Downer - MWA,CI-03-01-01,Installation of cable sheath and all NBN Co infrastructure on timber poles in the communications corridor,Per Span, $440.00 ,Installation of cable sheath and all NBN Co infrastructure on timber poles in the communications corridor,45210,
Downer,Downer - MWA,CI-03-01-02,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor,Per Span, $440.00 ,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor,45210,
Downer,Downer - MWA,CI-03-01-03,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor,Per Span, $440.00 ,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor,45210,
Downer,Downer - MWA,CI-03-01-04,Installation of cable sheath and all NBN Co infrastructure on timber poles in the power corridor,Per Span, $494.62 ,Installation of cable sheath and all NBN Co infrastructure on timber poles in the power corridor,45210,
Downer,Downer - MWA,CI-03-01-05,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the power corridor,Per Span, $520.65 ,Installation of cable sheath and all NBN Co infrastructure on stobie poles in the power corridor,45210,
Downer,Downer - MWA,CI-03-01-06,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor,Per Span, $520.65 ,Installation of cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor,45210,
Downer,Downer - MWA,CI-03-02-01,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the communications corridor up to 100 pair,Per Span, $388.10 ,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the communications corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-02-02,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor up to 100 pair,Per Span, $411.90 ,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the communications corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-02-03,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor up to 100 pair,Per Span, $411.90 ,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the communications corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-02-04,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the power corridor up to 100 pair,Per Span, $485.26 ,Installation of copper cable sheath and all NBN Co infrastructure on timber poles in the power corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-02-05,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the power corridor up to 100 pair,Per Span, $505.25 ,Installation of copper cable sheath and all NBN Co infrastructure on stobie poles in the power corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-02-06,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor up to 100 pair,Per Span, $505.25 ,Installation of copper cable sheath and all NBN Co infrastructure on concrete or steel poles in the power corridor up to 100 pair,45210,
Downer,Downer - MWA,CI-03-03-01,Installation of hardline on all pole types,Per Coaxial Cable Span , $230.00 ,Installation of hardline on all pole types,45210,
Downer,Downer - MWA,CI-03-03-02,Installation of a catenary wire only on timber poles,Per Coaxial Cable Span, $138.95 ,Installation of a catenary wire only on timber poles,45210,
Downer,Downer - MWA,CI-03-03-03,Installation of a catenary wire only on stobie poles,Per Coaxial Cable Span, $158.95 ,Installation of a catenary wire only on stobie poles,45210,
Downer,Downer - MWA,CI-03-03-04,Installation of a catenary wire only on concrete or steel poles,Per Coaxial Cable Span, $188.95 ,Installation of a catenary wire only on concrete or steel poles,45210,
Downer,Downer - MWA,CI-03-03-05,Re-lashing of existing hardline to existing catenary wire,Per Coaxial Cable Span, $155.00 ,Re-lashing of existing hardline to existing catenary wire,45210,
Downer,Downer - MWA,CI-04-01-01,Installation of cable sheath within a cable chamber or tunnel networks,Per linear metre, $4.35 ,Installation of cable sheath within a cable chamber or tunnel networks,45210,
Downer,Downer - MWA,CI-04-01-01-AH,Installation of cable sheath within a cable chamber or tunnel networks outside working hours,Per linear metre, $8.00 ,Installation of cable sheath within a cable chamber or tunnel networks outside working hours,45210,
Downer,Downer - MWA,CI-04-01-02,Installation of cable sheath via riser shaft/cable tray ,Per linear metre, $4.50 ,Installation of cable sheath via riser shaft/cable tray ,45210,
Downer,Downer - MWA,CI-04-01-02-AH,Installation of cable sheath via riser shaft/cable tray outside working hours,Per linear metre, $8.00 ,Installation of cable sheath via riser shaft/cable tray outside working hours,45210,
Downer,Downer - MWA,CI-04-01-03,Installation of cable sheath via ceiling space/floor cavity or crawl space,Per linear metre, $9.00 ,Installation of cable sheath via ceiling space/floor cavity or crawl space,45210,
Downer,Downer - MWA,CI-04-01-03-AH,Installation of cable sheath via ceiling space/floor cavity or crawl space outside working hours,Per linear metre, $12.00 ,Installation of cable sheath via ceiling space/floor cavity or crawl space outside working hours,45210,
Downer,Downer - MWA,CI-04-01-04,Installation of cable sheath via existing or new conduit,Per linear metre, $4.50 ,Installation of cable sheath via existing or new conduit,45210,
Downer,Downer - MWA,CI-04-01-04-AH,Installation of cable sheath via existing or new conduit outside working hours,Per linear metre, $8.00 ,Installation of cable sheath via existing or new conduit outside working hours,45210,
Downer,Downer - MWA,CI-04-02-01,Extra over rate for supply and install AC power cable for FTTB Cabinet,Per linear metre, $13.79 ,Extra over rate for supply and install AC power cable for FTTB Cabinet,45210,
Downer,Downer - MWA,CI-04-02-02,Extra over rate for supply and install earth cable for FTTB Cabinet,Per linear metre, $10.97 ,Extra over rate for supply and install earth cable for FTTB Cabinet,45210,
Downer,Downer - MWA,CI-04-02-03,"Extra over rate for the installation of a copper cable sheaths from main distribution frame to FTTB Cabinet, via riser, shaft or cable tray",Per linear metre, $9.93 ,"Extra over rate for the installation of a copper cable sheaths from main distribution frame to FTTB Cabinet, via riser, shaft or cable tray",45210,
Downer,Downer - MWA,CI-04-02-04,"Extra over rate for the installation of copper cable sheaths via ceiling space, floor cavity or crawl space",Per linear metre, $11.04 ,"Extra over rate for the installation of copper cable sheaths via ceiling space, floor cavity or crawl space",45210,
Downer,Downer - MWA,CI-04-03-01,Installation of backbone cable in buildings,Per linear metre, $3.70 ,Installation of backbone cable in buildings,45210,
Downer,Downer - MWA,CI-04-03-02,Installation of coaxial service drop cable (lateral) from isolator to the ICD in existing or new duct and the installation of the ICD,Per drop, $85.00 ,Installation of coaxial service drop cable (lateral) from isolator to the ICD in existing or new duct and the installation of the ICD,45210,
Downer,Downer - MWA,CI-04-03-03,Installation of coaxial service drop cable (lateral) from isolator to ICD on existing or new cable tray and the installation of the ICD,Per drop, $85.00 ,Installation of coaxial service drop cable (lateral) from isolator to ICD on existing or new cable tray and the installation of the ICD,45210,
Downer,Downer - MWA,CI-04-03-04,Installation of coaxial service drop cable (lateral) from isolator to ICD in cavity or communications riser and the installation of the ICD ,Per drop, $85.00 ,Installation of coaxial service drop cable (lateral) from isolator to ICD in cavity or communications riser and the installation of the ICD ,45210,
Downer,Downer - MWA,CI-04-03-05,Installation of coaxial customer premises tie-cabling from ICD to wall plate,Per wall plate, $45.00 ,Installation of coaxial customer premises tie-cabling from ICD to wall plate,45210,
Downer,Downer - MWA,CI-04-03-06,Installation of coaxial customer premises tie-cabling from isolator to unterminated location within ceiling void,Per Tie cable, $70.00 ,Installation of coaxial customer premises tie-cabling from isolator to unterminated location within ceiling void,45210,
Downer,Downer - MWA,CI-04-03-07,Installation of coaxial customer premises drop cable from isolator to wall plate in existing or new ducting,Per drop, $65.00 ,Installation of coaxial customer premises drop cable from isolator to wall plate in existing or new ducting,45210,
Downer,Downer - MWA,CI-04-03-08,Installation of coaxial customer premises drop cable from isolator to wall plate on existing or new cable tray,Per drop, $65.00 ,Installation of coaxial customer premises drop cable from isolator to wall plate on existing or new cable tray,45210,
Downer,Downer - MWA,CI-04-03-09,Installation of coaxial customer premises drop cable from isolator to wall plate in cavity or communications riser,Per drop, $72.00 ,Installation of coaxial customer premises drop cable from isolator to wall plate in cavity or communications riser,45210,
Downer,Downer - MWA,CI-05-01-01,Removal and disposal of cable in distribution aerial Network,Per Span, $201.25 ,Removal and disposal of cable in distribution aerial Network,45210,
Downer,Downer - MWA,CI-05-01-02,Removal and disposal of cable in local aerial Network,Per Span, $196.08 ,Removal and disposal of cable in local aerial Network,45210,
Downer,Downer - MWA,CI-05-01-03,Removal and disposal of catenary wire in aerial Network,Per Span, $196.08 ,Removal and disposal of catenary wire in aerial Network,45210,
Downer,Downer - MWA,CI-05-01-04,Removal and disposal of cable in distribution underground Network,Per metre, $2.74 ,Removal and disposal of cable in distribution underground Network,45210,
Downer,Downer - MWA,CI-05-01-05,Removal and disposal of cable in local underground Network,Per metre, $1.33 ,Removal and disposal of cable in local underground Network,45210,
Downer,Downer - MWA,CI-05-01-06,Removal and disposal of cable in buildings ,Per metre, $3.40 ,Removal and disposal of cable in buildings ,45210,
Downer,Downer - MWA,CI-05-01-10,Removal and disposal of aerial lead in cables,Per lead in, $55.00 ,Removal and disposal of aerial lead in cables,45210,
Downer,Downer - MWA,CI-05-01-11,Relocation of aerial lead in cables,Per lead in, $92.00 ,Relocation of aerial lead in cables,45210,
Downer,Downer - MWA,CI-05-01-12,Disconnect and re-connect of aerial lead in cables,Per lead in, $70.00 ,Disconnect and re-connect of aerial lead in cables,45210,
Downer,Downer - MWA,CI-05-01-15,Removal and disposal of underground lead in cables,Per lead in, $37.00 ,Removal and disposal of underground lead in cables,45210,
Downer,Downer - MWA,CP-01-01-01,Installation of a new 900 type CCU,Per new 900 type CCU," $1,100.00 ",Installation of a new 900 type CCU,45210,
Downer,Downer - MWA,CP-01-01-02,Installation of a new 1800 type CCU,Per new 1800 type CCU," $1,160.00 ",Installation of a new 1800 type CCU,45210,
Downer,Downer - MWA,CP-01-01-03,"Installation of 10 cable pair bundles between two copper cable insulation displacement modules (Connection Modules), including the termination of the bundle on each Connection Module",Per 10 cable pair bundle, $46.23 ,"Installation of 10 cable pair bundles between two copper cable insulation displacement modules (Connection Modules), including the termination of the bundle on each Connection Module",45210,
Downer,Downer - MWA,CP-01-01-04,Cutting over existing services from an existing Connection Module to a new Connection Module,Per 10 cable pairs, $50.00 ,Cutting over existing services from an existing Connection Module to a new Connection Module,45210,
Downer,Downer - MWA,CP-01-02-01,Upgrading of an existing CCU from 900 type to 1800 type,Per CCU required to be upgraded from 900 type to 1800 type, $150.00 ,Upgrading of an existing CCU from 900 type to 1800 type,45210,
Downer,Downer - MWA,CP-01-02-02,Augmentation of an existing 900 type CCU (Pillar Expansion Option 1) ,Per Expansion CCU, $325.11 ,Augmentation of an existing 900 type CCU (Pillar Expansion Option 1) ,45210,
Downer,Downer - MWA,CP-01-02-03,Augmentation of an existing 900 type CCU (Pillar Expansion Option 2),Per Expansion CCU, $845.13 ,Augmentation of an existing 900 type CCU (Pillar Expansion Option 2),45210,
Downer,Downer - MWA,CP-01-03-01,Removal and disposal of an existing CCU,Per existing CCU, $415.23 ,Removal and disposal of an existing CCU,45210,
Downer,Downer - MWA,CP-01-04-01,Replacement of Pillar Lid Lock or Pillar Cap,Per existing CCU, $30.50 ,Replacement of Pillar Lid Lock or Pillar Cap,45210,
Downer,Downer - MWA,CP-01-04-02,Installation of 2-piece Pillar Base Repair Kit,Per existing CCU, $115.65 ,Installation of 2-piece Pillar Base Repair Kit,45210,
Downer,Downer - MWA,CP-01-04-03,Replace Cover Lightweight (1800 Type),Per existing CCU, $25.46 ,Replace Cover Lightweight (1800 Type),45210,
Downer,Downer - MWA,CP-01-04-04,Replacement of copper cable insulation displacement connection module (Connection Module) and termination of cable,Per existing module, $84.36 ,Replacement of copper cable insulation displacement connection module (Connection Module) and termination of cable,45210,
Downer,Downer - MWA,CP-02-01-01,Installation of a new Distribution extra large copper joint,Per new Distribution extra large copper joint, $665.00 ,Installation of a new Distribution extra large copper joint,45210,
Downer,Downer - MWA,CP-02-01-02,Installation of a new Distribution large copper joint,Per new Distribution large copper joint, $520.00 ,Installation of a new Distribution large copper joint,45210,
Downer,Downer - MWA,CP-02-01-03,Installation of a new Distribution small copper joint,Per new Distribution small copper joint, $303.75 ,Installation of a new Distribution small copper joint,45210,
Downer,Downer - MWA,CP-02-01-04,Installation of a new Main Cable small copper joint,Per new Main Cable small copper joint, $700.00 ,Installation of a new Main Cable small copper joint,45210,
Downer,Downer - MWA,CP-02-01-05,Installation of a new Main Cable medium copper joint,Per new Main Cable medium Copper joint," $1,050.00 ",Installation of a new Main Cable medium copper joint,45210,
Downer,Downer - MWA,CP-02-01-06,Installation of a new Main Cable large copper joint enclosure,Per new Main Cable large Copper joint enclosure," $2,280.00 ",Installation of a new Main Cable large copper joint enclosure,45210,
Downer,Downer - MWA,CP-02-01-07,Installation of a new Main Cable extra large copper joint enclosure,Per new Main Cable extra large Copper joint enclosure," $3,080.00 ",Installation of a new Main Cable extra large copper joint enclosure,45210,
Downer,Downer - MWA,CP-02-01-08,Installation of a new aerial large copper joint,Per new Distribution large copper joint, $675.00 ,Installation of a new aerial large copper joint,45210,
Downer,Downer - MWA,CP-02-01-09,Installation of a new aerial small copper joint,Per new Distribution small copper joint, $458.75 ,Installation of a new aerial small copper joint,45210,
Downer,Downer - MWA,CP-02-02-01,Rehabilitate existing Distribution extra large or large openable copper joint,Per large openable copper joint, $260.00 ,Rehabilitate existing Distribution extra large or large openable copper joint,45210,
Downer,Downer - MWA,CP-02-02-02,Rehabilitate existing Distribution medium or small openable copper joint,Per small openable copper joint, $155.00 ,Rehabilitate existing Distribution medium or small openable copper joint,45210,
Downer,Downer - MWA,CP-02-02-03,Replacement of existing Distribution in-line copper joint with a new in-line large copper joint,Per existing copper joint replaced , $324.86 ,Replacement of existing Distribution in-line copper joint with a new in-line large copper joint,45210,
Downer,Downer - MWA,CP-02-02-04,Replacement of existing Distribution in-line copper joint with a new in-line small copper joint,Per existing copper joint replaced , $174.56 ,Replacement of existing Distribution in-line copper joint with a new in-line small copper joint,45210,
Downer,Downer - MWA,CP-02-02-05,Cutting over existing services from an existing copper joint to a new large copper joint,Per existing copper joint replaced , $520.00 ,Cutting over existing services from an existing copper joint to a new large copper joint,45210,
Downer,Downer - MWA,CP-02-02-06,Cutting over existing services from an existing copper joint to a new small copper joint,Per existing copper joint replaced , $303.75 ,Cutting over existing services from an existing copper joint to a new small copper joint,45210,
Downer,Downer - MWA,CP-02-02-07,Rehabilitate existing aerial extra large or large copper joint,Per existing copper joint replaced , $415.00 ,Rehabilitate existing aerial extra large or large copper joint,45210,
Downer,Downer - MWA,CP-02-02-08,Rehabilitate existing aerial medium or small copper joint,Per existing copper joint replaced , $310.00 ,Rehabilitate existing aerial medium or small copper joint,45210,
Downer,Downer - MWA,CP-02-02-09,Rehabilitate existing elevated copper joint,Per existing copper joint replaced , $123.37 ,Rehabilitate existing elevated copper joint,45210,
Downer,Downer - MWA,CP-02-02-10,Rehabilitate existing small Distribution in-line copper joint ,Per small in-line copper joint, $160.81 ,Rehabilitate existing small Distribution in-line copper joint ,45210,
Downer,Downer - MWA,CP-02-02-15,Rehabilitate existing extra large or large Distribution in-line copper joint ,Per existing copper joint, $335.29 ,Rehabilitate existing extra large or large Distribution in-line copper joint ,45210,
Downer,Downer - MWA,CP-02-02-16,Rehabilitate existing medium Distribution in-line copper joint ,Per existing copper joint, $207.42 ,Rehabilitate existing medium Distribution in-line copper joint ,45210,
Downer,Downer - MWA,CP-02-02-20,Joint a working cable pair into an existing joint up to and including a 10 pair cable,Per existing copper joint, $35.27 ,Joint a working cable pair into an existing joint up to and including a 10 pair cable,45210,
Downer,Downer - MWA,CP-02-02-21,Joint a working cable pair into an existing joint above a 10 pair cable and up to and including a 50 pair cable,Per existing copper joint, $58.58 ,Joint a working cable pair into an existing joint above a 10 pair cable and up to and including a 50 pair cable,45210,
Downer,Downer - MWA,CP-02-02-22,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,Per existing copper joint, $69.93 ,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,45210,
Downer,Downer - MWA,CP-02-02-23,Joint a working cable pair into an existing joint above 100 pair cable,Per existing copper joint, $92.62 ,Joint a working cable pair into an existing joint above 100 pair cable,45210,
Downer,Downer - MWA,CP-02-02-24,Insert a 2 pair cable into an existing joint and joint to existing cable,Per 2 pair cable, $31.49 ,Insert a 2 pair cable into an existing joint and joint to existing cable,45210,
Downer,Downer - MWA,CP-02-02-25,Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable,Per Cable inserted, $236.87 ,Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable,45210,
Downer,Downer - MWA,CP-02-02-26,Locate and rectify a fault in a copper pair,Per Copper Cable, $61.14 ,Locate and rectify a fault in a copper pair,45210,
Downer,Downer - MWA,CP-02-03-01,Removal of existing copper joint,Per existing copper joint, $22.00 ,Removal of existing copper joint,45210,
Downer,Downer - MWA,CP-02-03-02,Removal of existing aerial copper joint,Per existing copper joint, $31.00 ,Removal of existing aerial copper joint,45210,
Downer,Downer - MWA,CP-02-03-03,Remove a existing elevated joint,Per existing copper joint, $41.00 ,Remove a existing elevated joint,45210,
Downer,Downer - MWA,CP-02-04-01,Joint sealing maintenance task (add Dexbond 10B Sealant),Per existing copper joint, $53.59 ,Joint sealing maintenance task (add Dexbond 10B Sealant),45210,
Downer,Downer - MWA,CP-02-04-02,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",Per existing copper joint, $38.80 ,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",45210,
Downer,Downer - MWA,CP-02-04-03,Replace or install 2-5pr Snap Enclosure,Per existing copper joint, $34.35 ,Replace or install 2-5pr Snap Enclosure,45210,
Downer,Downer - MWA,CP-02-04-04,Replace or install 10pr Snap Enclosure,Per existing copper joint, $82.16 ,Replace or install 10pr Snap Enclosure,45210,
Downer,Downer - MWA,CP-02-04-05,Replace connectors in an openable joint,Per existing copper joint, $53.59 ,Replace connectors in an openable joint,45210,
Downer,Downer - MWA,CP-02-04-06,Replace Bandit Strap,Per existing copper joint, $33.86 ,Replace Bandit Strap,45210,
Downer,Downer - MWA,CP-03-01-01,Removal of a pair gain system ,Per pair gain system, $175.22 ,Removal of a pair gain system ,45210,
Downer,Downer - MWA,CP-03-01-02,Migration of an existing service from a pair gain system to a dedicated copper circuit,Per existing service, $75.00 ,Migration of an existing service from a pair gain system to a dedicated copper circuit,45210,
Downer,Downer - MWA,CP-03-01-03,Single service active migration in a CSD including service jumpering in the pillar,Per service, $74.65 ,Single service active migration in a CSD including service jumpering in the pillar,45210,
Downer,Downer - MWA,CP-03-01-04,Removal of existing line conditioning equipment,Per existing line conditioning equipment, $144.00 ,Removal of existing line conditioning equipment,45210,
