Customer,Contract ,Item Code,Item Name,Unit of Measure (UoM),Rate,Item Description,Xero Account,
Decon,Decon - MWA,CP-02-02-21,"Joint a working cable pair into an existing joint above a 10 pair cable and up to
and including a 50 pair cable",Per existing copper joint, $	90.00 ,"Joint a working cable pair into an existing joint above a 10 pair cable and up to
and including a 50 pair cable",45402,
Decon,Decon - MWA,CP-02-02-22,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,Per existing copper joint, $	180.00 ,Joint a working cable pair into an existing joint above a 50 pair cable and up to and including a 100 pair cable,45402,
Decon,Decon - MWA,CP-02-02-23,Joint a working cable pair into an existing joint above 100 pair cable,Per existing copper joint, $	180.00 ,Joint a working cable pair into an existing joint above 100 pair cable,45402,
Decon,Decon - MWA,CP-02-02-24,Insert a 2 pair cable into an existing joint and joint to existing cable,Per 2 pair cable, $	35.00 ,Insert a 2 pair cable into an existing joint and joint to existing cable,45402,
Decon,Decon - MWA,CP-02-02-25,Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable,Per Cable inserted, $	90.00 ,Insert a cable including a 10 pair and up to an including a 100 pair into an existing joint and joint to existing cable,45402,
Decon,Decon - MWA,CP-02-02-26,Locate and rectify a fault in a copper pair,Per Copper Cable, $	150.00 ,Locate and rectify a fault in a copper pair,45402,
Decon,Decon - MWA,CP-02-03-01,Removal of existing copper joint,Per existing copper joint, $	37.00 ,Removal of existing copper joint,45402,
Decon,Decon - MWA,CP-02-03-02,Removal of existing aerial copper joint,Per existing copper joint, $	52.00 ,Removal of existing aerial copper joint,45402,
Decon,Decon - MWA,CP-02-03-03,Remove a existing elevated joint,Per existing copper joint, $	37.00 ,Remove a existing elevated joint,45402,
Decon,Decon - MWA,CP-02-04-01,Joint sealing maintenance task (add Dexbond 10B Sealant),Per existing copper joint, $	25.00 ,Joint sealing maintenance task (add Dexbond 10B Sealant),45402,
Decon,Decon - MWA,CP-02-04-02,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",Per existing copper joint, $	16.00 ,"Replace joint lid, clamp, or Support Bar   (HSOJ or Dexgreen Joint)",45402,
Decon,Decon - MWA,CP-02-04-03,Replace or install 2-5pr Snap Enclosure,Per existing copper joint, $	16.00 ,Replace or install 2-5pr Snap Enclosure,45402,
Decon,Decon - MWA,CP-02-04-04,Replace or install 10pr Snap Enclosure,Per existing copper joint, $	19.00 ,Replace or install 10pr Snap Enclosure,45402,
Decon,Decon - MWA,CP-02-04-05,Replace connectors in an openable joint,Per existing copper joint, $	65.00 ,Replace connectors in an openable joint,45402,
Decon,Decon - MWA,CP-02-04-06,Replace Bandit Strap,Per existing copper joint, $	16.00 ,Replace Bandit Strap,45402,
Decon,Decon - MWA,CP-03-01-01,Removal of a pair gain system,Per pair gain system, $	139.65 ,Removal of a pair gain system,45402,
Decon,Decon - MWA,CP-03-01-02,Migration of an existing service from a pair gain system to a dedicated copper,Per existing service, $	185.47 ,Migration of an existing service from a pair gain system to a dedicated copper,45402,
Decon,Decon - MWA,CP-03-01-03,Single service active migration in a CSD including service jumpering in the pillar,Per service, $	43.00 ,Single service active migration in a CSD including service jumpering in the pillar,45402,
Decon,Decon - MWA,CP-03-01-04,Removal of existing line conditioning equipment,Per existing line conditioning equipment, $	146.00 ,Removal of existing line conditioning equipment,45402,
Decon,Decon - MWA,CP-03-01-05,Removal of an existing bridge tap,Per existing bridge tap, $	37.10 ,Removal of an existing bridge tap,45402,
Decon,Decon - MWA,CP-03-01-06,Install earth bonding cable between cable sections,Per linear metre, $	4.00 ,Install earth bonding cable between cable sections,45402,
Decon,Decon - MWA,CP-03-01-10,Multiple services pre-validation for migration at any location,Per existing service, $	43.00 ,Multiple services pre-validation for migration at any location,45402,
Decon,Decon - MWA,CP-05-01-01,Installation of service jumpering in an Exchange,Per Service, $	30.00 ,Installation of service jumpering in an Exchange,45402,
Decon,Decon - MWA,CP-05-01-02,Existing service transfer jumpering in an MDF and termination end point,Per existing service, $	44.00 ,Existing service transfer jumpering in an MDF and termination end point,45402,
Decon,Decon - MWA,CP-05-02-01,Installation of service jumpering in a cross connect unit for the first service,Per Service, $	5.94 ,Installation of service jumpering in a cross connect unit for the first service,45402,
Decon,Decon - MWA,CP-05-02-02,Extra over service Jumpering in a cross connect unit,Per Service, $	5.94 ,Extra over service Jumpering in a cross connect unit,45402,
Decon,Decon - MWA,CW-01-01-01B,Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by Boring Techniques in other than Rock,Per linear metre, $	47.00 ,Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by Boring Techniques in other than Rock,45402,
Decon,Decon - MWA,CW-01-01-01T,Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by Open Trench in other than Rock,Per linear metre, $	40.00 ,Supply and install underground pipe with an internal diameter of more than 25mm and equal to or less than 50mm by Open Trench in other than Rock,45402,
Decon,Decon - MWA,CW-01-01-02B,Supply and install underground pipe with an internal diameter of greater than 50mm by Boring Techniques in other than Rock,Per linear metre, $	70.00 ,Supply and install underground pipe with an internal diameter of greater than 50mm by Boring Techniques in other than Rock,45402,
Decon,Decon - MWA,CW-01-01-02T,Supply and install underground pipe with an internal diameter of greater than 50mm by Open Trench in other than Rock,Per linear metre, $	50.00 ,Supply and install underground pipe with an internal diameter of greater than 50mm by Open Trench in other than Rock,45402,
Decon,Decon - MWA,CW-01-01-03T,Extra over for supply and install an additional underground pipe in an existing trench with an internal diameter of greater than 25mm,Per linear metre, $	15.00 ,Extra over for supply and install an additional underground pipe in an existing trench with an internal diameter of greater than 25mm,45402,
Decon,Decon - MWA,CW-01-01-04B,Extra over for supply and install an additional underground pipe by boring technique with an internal diameter of greater than 25mm,Per linear metre, $	19.00 ,Extra over for supply and install an additional underground pipe by boring technique with an internal diameter of greater than 25mm,45402,
Decon,Decon - MWA,CW-01-01-05,Supply and install riser on pole or building,Per riser, $	153.00 ,Supply and install riser on pole or building,45402,
Decon,Decon - MWA,CW-01-02-01B,Extra over rate for the supply and install of pipe in Rock by BORE (subject to satisfactory evidence being provided),Per linear metre, $	186.00 ,Extra over rate for the supply and install of pipe in Rock by BORE (subject to satisfactory evidence being provided),45402,
Decon,Decon - MWA,CW-01-02-01T,Extra over rate for the supply and install of pipe in Rock by TRENCH (subject to satisfactory evidence being provided),Per linear metre, $	70.00 ,Extra over rate for the supply and install of pipe in Rock by TRENCH (subject to satisfactory evidence being provided),45402,
Decon,Decon - MWA,CW-02-01-01,Supply and installation of small pits (P2) at any locations in other than Rock,Per pit, $	178.50 ,Supply and installation of small pits (P2) at any locations in other than Rock,45402,
Decon,Decon - MWA,CW-02-01-02,Supply and installation of medium pits (P4 and P5) at any locations in other than Rock,Per pit, $	400.00 ,Supply and installation of medium pits (P4 and P5) at any locations in other than Rock,45402,
Decon,Decon - MWA,CW-02-01-03A,Supply and installation of large pits (P6) at any locations in other than Rock,Per pit, $	800.00 ,Supply and installation of large pits (P6) at any locations in other than Rock,45402,
Decon,Decon - MWA,CW-02-01-03B,Supply and installation of large pits (P8) at any locations in other than Rock,Per pit, $	950.00 ,Supply and installation of large pits (P8) at any locations in other than Rock,45402,
Decon,Decon - MWA,CW-02-01-04,Supply and installation of extra-large (P9) pits at any locations in other than Rock,Per pit," $	1,500.00 ",Supply and installation of extra-large (P9) pits at any locations in other than Rock,45402,
Decon,Decon - MWA,CW-02-01-05A,Supply and installation of P5 Riser,Each P5 pit riser, $	158.00 ,Supply and installation of P5 Riser,45402,
Decon,Decon - MWA,CW-02-01-05B,Supply and installation P6/ P8 Riser,Each P6/P8 pit riser, $	190.00 ,Supply and installation P6/ P8 Riser,45402,
Decon,Decon - MWA,CW-02-01-06,Supply and install pit lids - Concrete (replacement of damaged or missing lids at existing pit),Each pit lids, $	65.00 ,Supply and install pit lids - Concrete (replacement of damaged or missing lids at existing pit),45402,
Decon,Decon - MWA,CW-02-01-08,Supply and install pit lids - Composite (replacement of damaged or missing lids at existing pit),Each pit lids, $	100.00 ,Supply and install pit lids - Composite (replacement of damaged or missing lids at existing pit),45402,
Decon,Decon - MWA,CW-02-02-01,Extra over rate for the supply and installation of a pit in Rock,Per cubic metre, $	186.00 ,Extra over rate for the supply and installation of a pit in Rock,45402,
Decon,Decon - MWA,CW-02-03-01,Removal and disposal of small (P2) ACM Pit - Single oval lid,Each ACM Pit, $	450.00 ,Removal and disposal of small (P2) ACM Pit - Single oval lid,45402,
Decon,Decon - MWA,CW-02-03-02,Removal and disposal of medium (P4 or P5) ACM Pit - Single rectangular lid,Each ACM Pit, $	550.00 ,Removal and disposal of medium (P4 or P5) ACM Pit - Single rectangular lid,45402,
Decon,Decon - MWA,CW-02-03-03,Removal and disposal of large (P6 or P8) ACM Pit,Each ACM Pit, $	800.00 ,Removal and disposal of large (P6 or P8) ACM Pit,45402,
Decon,Decon - MWA,CW-02-03-04,Removal and disposal of extra large (P9) ACM Pit,Each ACM Pit, $	950.00 ,Removal and disposal of extra large (P9) ACM Pit,45402,
Decon,Decon - MWA,CW-02-04-01,Remove and dispose of a single lid plastic pit,Each Pit, $	150.00 ,Remove and dispose of a single lid plastic pit,45402,
Decon,Decon - MWA,CW-02-04-02,Remove and dispose of a double lid plastic pit,Each Pit, $	200.00 ,Remove and dispose of a double lid plastic pit,45402,
Decon,Decon - MWA,CW-03-01-01,Core bore,Each core bore, $	185.00 ,Core bore,45402,
Decon,Decon - MWA,CW-05-01-01,Identify and repair a damaged and blocked duct in any surface,Per blockage repaired, $	300.00 ,Identify and repair a damaged and blocked duct in any surface,45402,
Decon,Decon - MWA,CW-05-01-02,Clear pipe blockage using high pressure water,Per blockage cleared, $	150.00 ,Clear pipe blockage using high pressure water,45402,
Decon,Decon - MWA,CW-05-01-03,Extra over for the repair of a secondary damaged or blocked duct in any surface,Per blockage repaired, $	200.00 ,Extra over for the repair of a secondary damaged or blocked duct in any surface,45402,
Decon,Decon - MWA,CW-06-01-01,Breakout concrete surface material,Per linear metre, $	63.00 ,Breakout concrete surface material,45402,
Decon,Decon - MWA,CW-06-01-02,Breakout asphalt or bitumen,Per linear metre, $	49.00 ,Breakout asphalt or bitumen,45402,
Decon,Decon - MWA,CW-06-01-03,Breakout paving material in CBD areas,Per linear metre,Quote,Breakout paving material in CBD areas,45402,
Decon,Decon - MWA,CW-06-01-04,Breakout paving material in all areas other than CBD,Per linear metre, $	45.00 ,Breakout paving material in all areas other than CBD,45402,
Decon,Decon - MWA,CW-06-02-01,Reinstate concrete surface material,Per linear metre, $	175.00 ,Reinstate concrete surface material,45402,
Decon,Decon - MWA,CW-06-02-02,Reinstate asphalt or bitumen,Per linear metre, $	110.00 ,Reinstate asphalt or bitumen,45402,
Decon,Decon - MWA,CW-06-02-03,Reinstate paving material in CBD areas,Per linear metre,Quote,Reinstate paving material in CBD areas,45402,
Decon,Decon - MWA,CW-06-02-04,Reinstate paving material in all areas other than CBD,Per linear metre, $	126.00 ,Reinstate paving material in all areas other than CBD,45402,
Decon,Decon - MWA,CW-06-02-11,Temporary Reinstatement,Per linear metre, $	20.00 ,Temporary Reinstatement,45402,
Decon,Decon - MWA,FB-01-01-01,Installation and preparation of a new fibre joint enclosure greater than 144 fibres,Per fibre joint enclosure, $	96.00 ,Installation and preparation of a new fibre joint enclosure greater than 144 fibres,45402,
Decon,Decon - MWA,FB-01-01-02,Installation and preparation of a new fibre joint enclosure greater than 12 fibres and up to and including 144 fibres,Per fibre joint enclosure, $	96.00 ,Installation and preparation of a new fibre joint enclosure greater than 12 fibres and up to and including 144 fibres,45402,
Decon,Decon - MWA,FB-01-01-03,Installation and preparation of a fibre joint enclosure up to and including 12 fibres,Per fibre joint enclosure, $	77.00 ,Installation and preparation of a fibre joint enclosure up to and including 12 fibres,45402,
Decon,Decon - MWA,FB-01-01-04,Installation and preparation of Gator fibre joint enclosure,Per Gator fibre joint enclosure, $	77.00 ,Installation and preparation of Gator fibre joint enclosure,45402,
Decon,Decon - MWA,FB-01-02-01A,Prepare a fibre cable sheath of 288 fibres  to be connected to fibre joint enclosures,Per cable sheath, $	200.00 ,Prepare a fibre cable sheath of 288 fibres  to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-01B,Prepare a fibre cable sheath of 576 fibres  to be connected to fibre joint enclosures,Per cable sheath, $	250.00 ,Prepare a fibre cable sheath of 576 fibres  to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-02A,Prepare a fibre cable sheath of 72 fibres to be connected to fibre joint enclosures,Per cable sheath, $	100.00 ,Prepare a fibre cable sheath of 72 fibres to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-02B,Prepare a fibre cable sheath of 144 fibres to be connected to fibre joint enclosures,Per cable sheath, $	110.00 ,Prepare a fibre cable sheath of 144 fibres to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-03,Prepare a 12 fibre cable to be connected to fibre joint enclosures,Per cable sheath, $	45.45 ,Prepare a 12 fibre cable to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-04,Prepare Single fibre cable sheath to be connected to fibre joint enclosures,Per cable sheath, $	19.00 ,Prepare Single fibre cable sheath to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-05,Lay up of cable sheaths,Per cable sheath, $	16.00 ,Lay up of cable sheaths,45402,
Decon,Decon - MWA,FB-01-02-06A,Prepare a loose tube fibre cable sheath of 288 fibres to be connected to fibre joint enclosures,Per cable sheath, $	250.00 ,Prepare a loose tube fibre cable sheath of 288 fibres to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-06B,Prepare a loose tube fibre cable sheath of 576 fibres to be connected to fibre joint enclosures,Per cable sheath, $	280.00 ,Prepare a loose tube fibre cable sheath of 576 fibres to be connected to fibre joint enclosures,45402,
Decon,Decon - MWA,FB-01-02-07A,Prepare a loose tube fibre cable sheath of 72 fibres to be connected to fibre joint enclosures,Per cable sheath, $	95.00 ,Prepare a loose tube fibre cable sheath of 72 fibres to be connected to fibre joint enclosures,45402,
